date,scenario,installer,detail,score
2017-03-17 08:49,os-nosdn-nofeature-ha,compass,10/30,33.0
2017-03-18 01:45,os-ocl-nofeature-ha,compass,1/30,3.0
2017-03-18 01:45,os-odl_l2-nofeature-ha,compass,20/33,61.0
2017-03-18 01:45,os-nosdn-openo-ha,compass,10/30,33.0
2017-03-18 01:45,os-odl_l3-nofeature-ha,compass,16/30,53.0
2017-03-18 01:45,os-nosdn-nofeature-ha,compass,20/30,67.0
2017-03-19 01:45,os-odl_l3-nofeature-ha,compass,25/30,83.0
2017-03-19 01:45,os-ocl-nofeature-ha,compass,4/30,13.0
2017-03-19 01:45,os-onos-nofeature-ha,compass,11/33,33.0
2017-03-19 01:45,os-odl_l2-nofeature-ha,compass,26/33,79.0
2017-03-19 01:45,os-nosdn-openo-ha,compass,10/30,33.0
2017-03-19 01:45,os-nosdn-nofeature-ha,compass,30/30,100.0
2017-03-20 01:45,os-odl_l3-nofeature-ha,compass,27/30,90.0
2017-03-20 01:45,os-ocl-nofeature-ha,compass,4/30,13.0
2017-03-20 01:45,os-onos-nofeature-ha,compass,22/33,67.0
2017-03-20 01:45,os-odl_l2-nofeature-ha,compass,28/33,85.0
2017-03-20 01:45,os-nosdn-openo-ha,compass,10/30,33.0
2017-03-20 01:45,os-nosdn-nofeature-ha,compass,30/30,100.0
2017-03-19 01:45,os-odl_l2-nofeature-ha,fuel,13/42,31.0
2017-03-19 01:45,os-odl_l2-nofeature-ha,fuel,13/42,31.0
2017-03-20 01:45,os-odl_l2-nofeature-ha,fuel,13/42,31.0
2017-03-20 01:45,os-odl_l2-bgpvpn-ha,fuel,3/42,7.0
2017-03-16 10:23,os-nosdn-nofeature-ha,joid,10/33,30.0
2017-03-17 01:45,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-17 01:45,os-odl_l2-nofeature-ha,joid,2/36,6.0
2017-03-17 01:45,os-nosdn-nofeature-ha,joid,10/33,30.0
2017-03-17 07:33,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-17 07:33,os-odl_l2-nofeature-ha,joid,2/36,6.0
2017-03-17 07:33,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-17 07:33,os-nosdn-nofeature-noha,joid,11/33,33.0
2017-03-17 08:49,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-17 08:49,os-odl_l2-nofeature-ha,joid,2/36,6.0
2017-03-17 08:49,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-17 08:49,os-nosdn-nofeature-noha,joid,11/33,33.0
2017-03-18 01:45,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-18 01:45,os-odl_l2-nofeature-ha,joid,2/36,6.0
2017-03-18 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-18 01:45,os-nosdn-nofeature-noha,joid,11/33,33.0
2017-03-19 01:45,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-19 01:45,os-odl_l2-nofeature-ha,joid,3/36,8.0
2017-03-19 01:45,os-nosdn-lxd-ha,joid,1/24,4.0
2017-03-19 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-19 01:45,os-nosdn-nofeature-noha,joid,22/33,67.0
2017-03-20 01:45,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-20 01:45,os-odl_l2-nofeature-ha,joid,3/36,8.0
2017-03-20 01:45,os-nosdn-lxd-ha,joid,1/24,4.0
2017-03-20 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-20 01:45,os-nosdn-nofeature-noha,joid,22/33,67.0
2017-03-21 01:45,os-odl-gluon-noha,apex,23/39,59.0
2017-03-21 01:45,os-odl_l2-fdio-noha,apex,32/36,89.0
2017-03-21 01:45,os-odl_l3-fdio-noha,apex,27/30,90.0
2017-03-21 01:45,os-odl_l3-nofeature-ha,apex,15/33,45.0
2017-03-21 01:45,os-odl_l2-fdio-ha,apex,28/36,78.0
2017-03-21 01:45,os-nosdn-fdio-ha,apex,4/30,13.0
2017-03-21 01:45,os-odl-bgpvpn-ha,apex,22/39,56.0
2017-03-21 01:45,os-nosdn-kvm-ha,apex,22/33,67.0
2017-03-21 01:45,os-nosdn-nofeature-ha,apex,27/33,82.0
2017-03-21 01:45,os-odl_l3-nofeature-ha,compass,27/30,90.0
2017-03-21 01:45,os-ocl-nofeature-ha,compass,7/30,23.0
2017-03-21 01:45,os-onos-nofeature-ha,compass,31/33,94.0
2017-03-21 01:45,os-odl_l2-nofeature-ha,compass,30/33,91.0
2017-03-21 01:45,os-nosdn-openo-ha,compass,20/30,67.0
2017-03-21 01:45,os-nosdn-nofeature-ha,compass,30/30,100.0
2017-03-21 01:45,os-odl_l3-nofeature-noha,fuel,11/36,31.0
2017-03-21 01:45,os-nosdn-nofeature-noha,fuel,12/36,33.0
2017-03-21 01:45,os-odl_l2-nofeature-noha,fuel,12/39,31.0
2017-03-21 01:45,os-odl_l2-bgpvpn-ha,fuel,15/42,36.0
2017-03-21 01:45,os-nosdn-ovs-ha,fuel,26/39,67.0
2017-03-21 01:45,os-odl_l2-nofeature-ha,fuel,13/42,31.0
2017-03-21 01:45,os-nosdn-nofeature-ha,fuel,26/39,67.0
2017-03-21 01:45,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-21 01:45,os-odl_l2-nofeature-ha,joid,3/36,8.0
2017-03-21 01:45,os-nosdn-lxd-ha,joid,1/24,4.0
2017-03-21 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-21 01:45,os-nosdn-nofeature-noha,joid,22/33,67.0

2017-03-22 01:45,os-odl-gluon-noha,apex,34/39,87.0
2017-03-22 01:45,os-odl_l2-fdio-noha,apex,32/36,89.0
2017-03-22 01:45,os-odl_l3-fdio-noha,apex,27/30,90.0
2017-03-22 01:45,os-odl_l3-nofeature-ha,apex,22/33,67.0
2017-03-22 01:45,os-odl_l2-fdio-ha,apex,28/36,78.0
2017-03-22 01:45,os-nosdn-fdio-ha,apex,4/30,13.0
2017-03-22 01:45,os-odl-bgpvpn-ha,apex,25/39,64.0
2017-03-22 01:45,os-nosdn-kvm-ha,apex,23/33,70.0
2017-03-22 01:45,os-nosdn-nofeature-ha,apex,33/33,100.0
2017-03-22 01:45,os-odl_l3-nofeature-ha,compass,27/30,90.0
2017-03-22 01:45,os-ocl-nofeature-ha,compass,7/30,23.0
2017-03-22 01:45,os-onos-nofeature-ha,compass,31/33,94.0
2017-03-22 01:45,os-odl_l2-nofeature-ha,compass,29/33,88.0
2017-03-22 01:45,os-nosdn-openo-ha,compass,29/30,97.0
2017-03-22 01:45,os-nosdn-nofeature-ha,compass,29/30,97.0
2017-03-22 01:45,os-nosdn-ovs-noha,fuel,12/36,33.0
2017-03-22 01:45,os-odl_l3-nofeature-noha,fuel,11/36,31.0
2017-03-22 01:45,os-odl_l2-bgpvpn-noha,fuel,12/42,29.0
2017-03-22 01:45,os-odl_l2-sfc-noha,fuel,2/42,5.0
2017-03-22 01:45,os-odl_l3-nofeature-ha,fuel,19/39,49.0
2017-03-22 01:45,os-nosdn-nofeature-noha,fuel,24/36,67.0
2017-03-22 01:45,os-odl_l2-nofeature-noha,fuel,14/39,36.0
2017-03-22 01:45,os-odl_l2-bgpvpn-ha,fuel,22/42,52.0
2017-03-22 01:45,os-odl_l2-sfc-ha,fuel,13/45,29.0
2017-03-22 01:45,os-nosdn-ovs-ha,fuel,26/39,67.0
2017-03-22 01:45,os-odl_l2-nofeature-ha,fuel,26/42,62.0
2017-03-22 01:45,os-nosdn-nofeature-ha,fuel,26/39,67.0
2017-03-22 01:45,os-nosdn-lxd-noha,joid,14/24,58.0
2017-03-22 01:45,os-odl_l2-nofeature-ha,joid,3/36,8.0
2017-03-22 01:45,os-nosdn-lxd-ha,joid,2/24,8.0
2017-03-22 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-22 01:45,os-nosdn-nofeature-noha,joid,22/33,67.0
2017-03-23 01:45,os-odl-gluon-noha,apex,34/39,87.0
2017-03-23 01:45,os-odl_l2-fdio-noha,apex,32/36,89.0
2017-03-23 01:45,os-odl_l3-fdio-noha,apex,27/30,90.0
2017-03-23 01:45,os-odl_l3-nofeature-ha,apex,21/33,64.0
2017-03-23 01:45,os-odl_l2-fdio-ha,apex,28/36,78.0
2017-03-23 01:45,os-nosdn-fdio-ha,apex,4/30,13.0
2017-03-23 01:45,os-odl-bgpvpn-ha,apex,25/39,64.0
2017-03-23 01:45,os-nosdn-kvm-ha,apex,23/33,70.0
2017-03-23 01:45,os-nosdn-nofeature-ha,apex,32/33,97.0
2017-03-23 01:45,os-odl_l3-nofeature-ha,compass,25/30,83.0
2017-03-23 01:45,os-ocl-nofeature-ha,compass,7/30,23.0
2017-03-23 01:45,os-onos-nofeature-ha,compass,30/33,91.0
2017-03-23 01:45,os-odl_l2-nofeature-ha,compass,28/33,85.0
2017-03-23 01:45,os-nosdn-openo-ha,compass,29/30,97.0
2017-03-23 01:45,os-nosdn-nofeature-ha,compass,28/30,93.0
2017-03-23 01:45,os-nosdn-kvm_ovs_dpdk-noha,fuel,12/36,33.0
2017-03-23 01:45,os-nosdn-kvm_ovs_dpdk_bar-ha,fuel,2/42,5.0
2017-03-23 01:45,os-nosdn-kvm-noha,fuel,12/36,33.0
2017-03-23 01:45,os-nosdn-ovs-noha,fuel,24/36,67.0
2017-03-23 01:45,os-odl_l3-nofeature-noha,fuel,22/36,61.0
2017-03-23 01:45,os-nosdn-kvm_ovs_dpdk-ha,fuel,2/39,5.0
2017-03-23 01:45,os-odl_l2-bgpvpn-noha,fuel,24/42,57.0
2017-03-23 01:45,os-odl_l2-sfc-noha,fuel,2/42,5.0
2017-03-23 01:45,os-odl_l3-nofeature-ha,fuel,19/39,49.0
2017-03-23 01:45,os-nosdn-kvm-ha,fuel,25/39,64.0
2017-03-23 01:45,os-nosdn-nofeature-noha,fuel,24/36,67.0
2017-03-23 01:45,os-odl_l2-nofeature-noha,fuel,26/39,67.0
2017-03-23 01:45,os-odl_l2-bgpvpn-ha,fuel,25/42,60.0
2017-03-23 01:45,os-odl_l2-sfc-ha,fuel,13/45,29.0
2017-03-23 01:45,os-nosdn-kvm_ovs_dpdk_bar-noha,fuel,24/39,62.0
2017-03-23 01:45,os-nosdn-ovs-ha,fuel,26/39,67.0
2017-03-23 01:45,os-odl_l2-nofeature-ha,fuel,26/42,62.0
2017-03-23 01:45,os-nosdn-nofeature-ha,fuel,37/39,95.0
2017-03-23 01:45,os-nosdn-lxd-noha,joid,20/24,83.0
2017-03-23 01:45,os-odl_l2-nofeature-ha,joid,7/36,19.0
2017-03-23 01:45,os-nosdn-lxd-ha,joid,7/24,29.0
2017-03-23 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-23 01:45,os-nosdn-nofeature-noha,joid,33/33,100.0
2017-03-24 01:45,os-odl-gluon-noha,apex,34/39,87.0
2017-03-24 01:45,os-odl_l2-fdio-noha,apex,32/36,89.0
2017-03-24 01:45,os-odl_l3-fdio-noha,apex,27/30,90.0
2017-03-24 01:45,os-odl_l3-nofeature-ha,apex,21/33,64.0
2017-03-24 01:45,os-odl_l2-fdio-ha,apex,28/36,78.0
2017-03-24 01:45,os-nosdn-fdio-ha,apex,4/30,13.0
2017-03-24 01:45,os-odl-bgpvpn-ha,apex,25/39,64.0
2017-03-24 01:45,os-nosdn-kvm-ha,apex,31/33,94.0
2017-03-24 01:45,os-nosdn-nofeature-ha,apex,32/33,97.0
2017-03-24 01:45,os-odl_l3-nofeature-ha,compass,26/30,87.0
2017-03-24 01:45,os-ocl-nofeature-ha,compass,6/30,20.0
2017-03-24 01:45,os-onos-nofeature-ha,compass,31/33,94.0
2017-03-24 01:45,os-odl_l2-nofeature-ha,compass,28/33,85.0
2017-03-24 01:45,os-nosdn-openo-ha,compass,25/30,83.0
2017-03-24 01:45,os-nosdn-nofeature-ha,compass,29/30,97.0
2017-03-24 01:45,os-nosdn-kvm_ovs_dpdk-noha,fuel,24/36,67.0
2017-03-24 01:45,os-nosdn-kvm_ovs_dpdk_bar-ha,fuel,4/42,10.0
2017-03-24 01:45,os-nosdn-kvm-noha,fuel,24/36,67.0
2017-03-24 01:45,os-nosdn-ovs-noha,fuel,24/36,67.0
2017-03-24 01:45,os-odl_l3-nofeature-noha,fuel,23/36,64.0
2017-03-24 01:45,os-nosdn-kvm_ovs_dpdk-ha,fuel,4/39,10.0
2017-03-24 01:45,os-odl_l2-bgpvpn-noha,fuel,24/42,57.0
2017-03-24 01:45,os-odl_l2-sfc-noha,fuel,14/42,33.0
2017-03-24 01:45,os-odl_l3-nofeature-ha,fuel,24/39,62.0
2017-03-24 01:45,os-nosdn-kvm-ha,fuel,25/39,64.0
2017-03-24 01:45,os-nosdn-nofeature-noha,fuel,36/36,100.0
2017-03-24 01:45,os-odl_l2-nofeature-noha,fuel,35/39,90.0
2017-03-24 01:45,os-odl_l2-bgpvpn-ha,fuel,27/42,64.0
2017-03-24 01:45,os-odl_l2-sfc-ha,fuel,24/45,53.0
2017-03-24 01:45,os-nosdn-kvm_ovs_dpdk_bar-noha,fuel,24/39,62.0
2017-03-24 01:45,os-nosdn-ovs-ha,fuel,39/39,100.0
2017-03-24 01:45,os-odl_l2-nofeature-ha,fuel,26/42,62.0
2017-03-24 01:45,os-nosdn-nofeature-ha,fuel,38/39,97.0
2017-03-24 01:45,os-nosdn-lxd-noha,joid,20/24,83.0
2017-03-24 01:45,os-odl_l2-nofeature-ha,joid,7/36,19.0
2017-03-24 01:45,os-nosdn-lxd-ha,joid,13/24,54.0
2017-03-24 01:45,os-nosdn-nofeature-ha,joid,11/33,33.0
2017-03-24 01:45,os-nosdn-nofeature-noha,joid,32/33,97.0
2017-03-25 01:45,os-odl-gluon-noha,apex,34/39,87.0
2017-03-25 01:45,os-odl_l2-fdio-noha,apex,32/36,89.0
2017-03-25 01:45,os-odl_l3-fdio-noha,apex,27/30,90.0
2017-03-25 01:45,os-odl_l3-nofeature-ha,apex,23/33,70.0
2017-03-25 01:45,os-odl_l2-fdio-ha,apex,28/36,78.0
2017-03-25 01:45,os-nosdn-fdio-ha,apex,4/30,13.0
2017-03-25 01:45,os-odl-bgpvpn-ha,apex,25/39,64.0
2017-03-25 01:45,os-nosdn-kvm-ha,apex,31/33,94.0
2017-03-25 01:45,os-nosdn-nofeature-ha,apex,32/33,97.0
2017-03-25 01:45,os-odl_l3-nofeature-ha,compass,27/30,90.0
2017-03-25 01:45,os-ocl-nofeature-ha,compass,6/30,20.0
2017-03-25 01:45,os-onos-nofeature-ha,compass,27/33,82.0
2017-03-25 01:45,os-odl_l2-nofeature-ha,compass,28/33,85.0
2017-03-25 01:45,os-nosdn-openo-ha,compass,25/30,83.0
2017-03-25 01:45,os-nosdn-nofeature-ha,compass,29/30,97.0
2017-03-25 01:45,os-nosdn-kvm_ovs_dpdk-noha,fuel,24/36,67.0
2017-03-25 01:45,os-nosdn-kvm_ovs_dpdk_bar-ha,fuel,4/42,10.0
2017-03-25 01:45,os-nosdn-kvm-noha,fuel,24/36,67.0
2017-03-25 01:45,os-nosdn-ovs-noha,fuel,36/36,100.0
2017-03-25 01:45,os-odl_l3-nofeature-noha,fuel,35/36,97.0
2017-03-25 01:45,os-nosdn-kvm_ovs_dpdk-ha,fuel,4/39,10.0
2017-03-25 01:45,os-odl_l2-bgpvpn-noha,fuel,26/42,62.0
2017-03-25 01:45,os-odl_l2-sfc-noha,fuel,24/42,57.0
2017-03-25 01:45,os-odl_l3-nofeature-ha,fuel,36/39,92.0
2017-03-25 01:45,os-nosdn-kvm-ha,fuel,37/39,95.0
2017-03-25 01:45,os-nosdn-nofeature-noha,fuel,36/36,100.0
2017-03-25 01:45,os-odl_l2-nofeature-noha,fuel,35/39,90.0
2017-03-25 01:45,os-odl_l2-bgpvpn-ha,fuel,35/42,83.0
2017-03-25 01:45,os-odl_l2-sfc-ha,fuel,25/45,56.0
2017-03-25 01:45,os-nosdn-kvm_ovs_dpdk_bar-noha,fuel,24/39,62.0
2017-03-25 01:45,os-nosdn-ovs-ha,fuel,39/39,100.0
2017-03-25 01:45,os-odl_l2-nofeature-ha,fuel,41/42,98.0
2017-03-25 01:45,os-nosdn-nofeature-ha,fuel,35/39,90.0
2017-03-25 01:45,os-nosdn-lxd-noha,joid,19/24,79.0
2017-03-25 01:45,os-odl_l2-nofeature-ha,joid,7/36,19.0
2017-03-25 01:45,os-nosdn-lxd-ha,joid,13/24,54.0
2017-03-25 01:45,os-nosdn-nofeature-ha,joid,21/33,64.0
2017-03-25 01:45,os-nosdn-nofeature-noha,joid,32/33,97.0
2017-03-26 01:45,os-odl-gluon-noha,apex,34/39,87.0
2017-03-26 01:45,os-odl_l2-fdio-noha,apex,32/36,89.0
2017-03-26 01:45,os-odl_l3-fdio-noha,apex,26/30,87.0
2017-03-26 01:45,os-odl_l3-nofeature-ha,apex,23/33,70.0
2017-03-26 01:45,os-odl_l2-fdio-ha,apex,22/36,61.0
2017-03-26 01:45,os-nosdn-fdio-ha,apex,6/30,20.0
2017-03-26 01:45,os-odl-bgpvpn-ha,apex,25/39,64.0
2017-03-26 01:45,os-nosdn-kvm-ha,apex,32/33,97.0
2017-03-26 01:45,os-nosdn-nofeature-ha,apex,32/33,97.0
2017-03-26 01:45,os-odl_l3-nofeature-ha,compass,26/30,87.0
2017-03-26 01:45,os-ocl-nofeature-ha,compass,6/30,20.0
2017-03-26 01:45,os-onos-nofeature-ha,compass,28/33,85.0
2017-03-26 01:45,os-odl_l2-nofeature-ha,compass,28/33,85.0
2017-03-26 01:45,os-nosdn-openo-ha,compass,29/30,97.0
2017-03-26 01:45,os-nosdn-nofeature-ha,compass,29/30,97.0
2017-03-26 01:45,os-nosdn-kvm_ovs_dpdk-noha,fuel,24/36,67.0
2017-03-26 01:45,os-nosdn-kvm_ovs_dpdk_bar-ha,fuel,4/42,10.0
2017-03-26 01:45,os-nosdn-kvm-noha,fuel,24/36,67.0
2017-03-26 01:45,os-nosdn-ovs-noha,fuel,36/36,100.0
2017-03-26 01:45,os-odl_l3-nofeature-noha,fuel,35/36,97.0
2017-03-26 01:45,os-nosdn-kvm_ovs_dpdk-ha,fuel,4/39,10.0
2017-03-26 01:45,os-odl_l2-bgpvpn-noha,fuel,26/42,62.0
2017-03-26 01:45,os-odl_l2-sfc-noha,fuel,24/42,57.0
2017-03-26 01:45,os-odl_l3-nofeature-ha,fuel,36/39,92.0
2017-03-26 01:45,os-nosdn-kvm-ha,fuel,37/39,95.0
2017-03-26 01:45,os-nosdn-nofeature-noha,fuel,36/36,100.0
2017-03-26 01:45,os-odl_l2-nofeature-noha,fuel,36/39,92.0
2017-03-26 01:45,os-odl_l2-bgpvpn-ha,fuel,35/42,83.0
2017-03-26 01:45,os-odl_l2-sfc-ha,fuel,25/45,56.0
2017-03-26 01:45,os-nosdn-kvm_ovs_dpdk_bar-noha,fuel,24/39,62.0
2017-03-26 01:45,os-nosdn-ovs-ha,fuel,39/39,100.0
2017-03-26 01:45,os-odl_l2-nofeature-ha,fuel,41/42,98.0
2017-03-26 01:45,os-nosdn-nofeature-ha,fuel,35/39,90.0
2017-03-26 01:45,os-nosdn-lxd-noha,joid,19/24,79.0
2017-03-26 01:45,os-odl_l2-nofeature-ha,joid,9/36,25.0
2017-03-26 01:45,os-nosdn-lxd-ha,joid,13/24,54.0
2017-03-26 01:45,os-nosdn-nofeature-ha,joid,22/33,67.0
2017-03-26 01:45,os-nosdn-nofeature-noha,joid,32/33,97.0
2017-03-27 01:45,os-odl-gluon-noha,apex,34/39,87.0
2017-03-27 01:45,os-odl_l2-fdio-noha,apex,18/36,50.0
2017-03-27 01:45,os-odl_l3-fdio-noha,apex,26/30,87.0
2017-03-27 01:45,os-odl_l3-nofeature-ha,apex,26/33,79.0
2017-03-27 01:45,os-odl_l2-fdio-ha,apex,21/36,58.0
2017-03-27 01:45,os-nosdn-fdio-ha,apex,6/30,20.0
2017-03-27 01:45,os-odl-bgpvpn-ha,apex,25/39,64.0
2017-03-27 01:45,os-nosdn-kvm-ha,apex,32/33,97.0
2017-03-27 01:45,os-nosdn-nofeature-ha,apex,32/33,97.0
2017-03-27 01:45,os-odl_l3-nofeature-ha,compass,24/30,80.0
2017-03-27 01:45,os-ocl-nofeature-ha,compass,5/30,17.0
2017-03-27 01:45,os-onos-nofeature-ha,compass,28/33,85.0
2017-03-27 01:45,os-odl_l2-nofeature-ha,compass,29/33,88.0
2017-03-27 01:45,os-nosdn-openo-ha,compass,29/30,97.0
2017-03-27 01:45,os-nosdn-nofeature-ha,compass,29/30,97.0
2017-03-27 01:45,os-nosdn-kvm_ovs_dpdk-noha,fuel,24/36,67.0
2017-03-27 01:45,os-nosdn-kvm_ovs_dpdk_bar-ha,fuel,4/42,10.0
2017-03-27 01:45,os-nosdn-kvm-noha,fuel,24/36,67.0
2017-03-27 01:45,os-nosdn-ovs-noha,fuel,36/36,100.0
2017-03-27 01:45,os-odl_l3-nofeature-noha,fuel,35/36,97.0
2017-03-27 01:45,os-nosdn-kvm_ovs_dpdk-ha,fuel,4/39,10.0
2017-03-27 01:45,os-odl_l2-bgpvpn-noha,fuel,26/42,62.0
2017-03-27 01:45,os-odl_l2-sfc-noha,fuel,24/42,57.0
2017-03-27 01:45,os-odl_l3-nofeature-ha,fuel,36/39,92.0
2017-03-27 01:45,os-nosdn-kvm-ha,fuel,37/39,95.0
2017-03-27 01:45,os-nosdn-nofeature-noha,fuel,36/36,100.0
2017-03-27 01:45,os-odl_l2-nofeature-noha,fuel,36/39,92.0
2017-03-27 01:45,os-odl_l2-bgpvpn-ha,fuel,35/42,83.0
2017-03-27 01:45,os-odl_l2-sfc-ha,fuel,25/45,56.0
2017-03-27 01:45,os-nosdn-kvm_ovs_dpdk_bar-noha,fuel,24/39,62.0
2017-03-27 01:45,os-nosdn-ovs-ha,fuel,39/39,100.0
2017-03-27 01:45,os-odl_l2-nofeature-ha,fuel,41/42,98.0
2017-03-27 01:45,os-nosdn-nofeature-ha,fuel,35/39,90.0
2017-03-27 01:45,os-nosdn-lxd-noha,joid,13/24,54.0
2017-03-27 01:45,os-nosdn-nofeature-noha,joid,32/33,97.0
2017-03-27 01:45,os-nosdn-lxd-ha,joid,13/24,54.0
2017-03-27 01:45,os-nosdn-nofeature-ha,joid,21/33,64.0
2017-03-27 01:45,os-odl_l2-nofeature-ha,joid,9/36,25.0
2017-03-28 01:45,os-odl-gluon-noha,apex,33/39,85.0
2017-03-28 01:45,os-odl_l2-fdio-noha,apex,28/36,78.0
2017-03-28 01:45,os-odl_l3-fdio-noha,apex,26/30,87.0
2017-03-28 01:45,os-odl_l3-nofeature-ha,apex,26/33,79.0
2017-03-28 01:45,os-nosdn-kvm-ha,apex,32/33,97.0
2017-03-28 01:45,os-nosdn-fdio-ha,apex,6/30,20.0
2017-03-28 01:45,os-odl-bgpvpn-ha,apex,24/39,62.0
2017-03-28 01:45,os-odl_l2-fdio-ha,apex,20/36,56.0
2017-03-28 01:45,os-nosdn-nofeature-ha,apex,32/33,97.0
2017-03-28 01:45,os-odl_l3-nofeature-ha,compass,21/30,70.0
2017-03-28 01:45,os-ocl-nofeature-ha,compass,5/30,17.0
2017-03-28 01:45,os-onos-nofeature-ha,compass,28/33,85.0
2017-03-28 01:45,os-odl_l2-nofeature-ha,compass,28/33,85.0
2017-03-28 01:45,os-nosdn-openo-ha,compass,30/30,100.0
2017-03-28 01:45,os-nosdn-nofeature-ha,compass,30/30,100.0
2017-03-28 01:45,os-nosdn-kvm_ovs_dpdk-noha,fuel,36/36,100.0
2017-03-28 01:45,os-nosdn-kvm_ovs_dpdk_bar-ha,fuel,6/42,14.0
2017-03-28 01:45,os-nosdn-kvm-noha,fuel,36/36,100.0
2017-03-28 01:45,os-nosdn-ovs-noha,fuel,36/36,100.0
2017-03-28 01:45,os-odl_l3-nofeature-noha,fuel,35/36,97.0
