date,scenario,installer,detail,score
2017-09-29 06:33,os-ocl-nofeature-noha,joid,1/27,4.0
2017-09-29 06:33,os-ocl-nofeature-ha,joid,1/27,4.0
2017-09-29 06:33,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-09-29 06:33,os-nosdn-lxd-ha,joid,1/15,7.0
2017-09-29 06:33,os-nosdn-lxd-noha,joid,1/15,7.0
2017-09-29 06:33,os-nosdn-nofeature-ha,joid,5/27,19.0
2017-09-29 09:47,os-ocl-nofeature-noha,joid,1/27,4.0
2017-09-29 09:47,os-ocl-nofeature-ha,joid,1/27,4.0
2017-09-29 09:47,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-09-29 09:47,os-nosdn-lxd-ha,joid,1/15,7.0
2017-09-29 09:47,os-nosdn-lxd-noha,joid,1/15,7.0
2017-09-29 09:47,os-nosdn-nofeature-ha,joid,5/27,19.0
2017-09-30 10:07,os-ocl-nofeature-noha,joid,2/27,7.0
2017-09-30 10:07,os-ocl-nofeature-ha,joid,2/27,7.0
2017-09-30 10:07,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-09-30 10:07,os-nosdn-lxd-ha,joid,2/15,13.0
2017-09-30 10:07,os-nosdn-lxd-noha,joid,2/15,13.0
2017-09-30 10:07,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:48,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:48,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:48,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:48,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:48,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:50,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:48,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:50,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:50,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:50,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:50,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:52,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:50,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:52,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:52,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:52,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:52,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:54,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:52,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:54,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:54,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:54,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:54,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:54,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-02 02:32,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-02 02:32,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-02 02:32,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-02 02:32,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-02 02:32,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-02 02:32,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-03 02:32,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-03 02:32,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-03 02:32,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-03 02:32,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-03 02:32,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-03 02:32,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-09 06:45,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-09 06:45,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-09 06:45,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-09 06:45,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-09 06:45,os-nosdn-lxd-ha,joid,1/5,20.0
2017-10-09 09:08,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-09 09:08,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-09 09:08,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-09 09:08,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-09 09:08,os-nosdn-lxd-ha,joid,1/5,20.0
2017-10-10 02:32,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-10 02:32,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-10 06:10,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-10 06:10,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-11 02:32,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-11 02:32,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-12 02:32,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-12 02:32,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-12 02:32,os-nosdn-nofeature-noha,joid,5/9,56.0
2017-10-12 02:32,os-nosdn-lxd-ha,joid,1/5,20.0
2017-10-12 02:32,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-12 02:32,os-nosdn-nofeature-ha,joid,5/9,56.0
2017-10-13 02:32,os-ocl-nofeature-noha,joid,2/18,11.0
2017-10-13 02:32,os-ocl-nofeature-ha,joid,2/18,11.0
2017-10-13 02:32,os-nosdn-nofeature-noha,joid,10/18,56.0
2017-10-13 02:32,os-nosdn-openbaton-ha,joid,5/9,56.0
2017-10-13 02:32,os-nosdn-lxd-ha,joid,2/10,20.0
2017-10-13 02:32,os-nosdn-lxd-noha,joid,2/10,20.0
2017-10-13 02:32,os-nosdn-nofeature-ha,joid,5/9,56.0
2017-10-20 07:42,os-ocl-nofeature-noha,joid,3/27,11.0
2017-10-20 07:42,os-ocl-nofeature-ha,joid,3/27,11.0
2017-10-20 07:42,os-nosdn-nofeature-noha,joid,15/27,56.0
2017-10-20 07:42,os-nosdn-openbaton-ha,joid,5/18,28.0
2017-10-20 07:42,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-20 07:42,os-nosdn-lxd-noha,joid,3/15,20.0
2017-10-20 07:42,os-nosdn-nofeature-ha,joid,10/18,56.0
date,scenario,installer,detail,score
2017-09-28 06:03,os-ocl-nofeature-ha,joid,1/27,4.0
2017-09-28 06:03,os-nosdn-lxd-noha,joid,1/15,7.0
2017-09-28 06:03,os-ocl-nofeature-noha,joid,1/27,4.0
2017-09-28 06:03,os-nosdn-nofeature-ha,joid,5/27,19.0
2017-09-28 06:03,os-nosdn-nofeature-noha,joid,4/27,15.0
2017-09-29 06:33,os-ocl-nofeature-noha,joid,1/27,4.0
2017-09-29 06:33,os-ocl-nofeature-ha,joid,1/27,4.0
2017-09-29 06:33,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-09-29 06:33,os-nosdn-lxd-ha,joid,1/15,7.0
2017-09-29 06:33,os-nosdn-lxd-noha,joid,1/15,7.0
2017-09-29 06:33,os-nosdn-nofeature-ha,joid,5/27,19.0
2017-09-29 09:47,os-ocl-nofeature-noha,joid,1/27,4.0
2017-09-29 09:47,os-ocl-nofeature-ha,joid,1/27,4.0
2017-09-29 09:47,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-09-29 09:47,os-nosdn-lxd-ha,joid,1/15,7.0
2017-09-29 09:47,os-nosdn-lxd-noha,joid,1/15,7.0
2017-09-29 09:47,os-nosdn-nofeature-ha,joid,5/27,19.0
2017-09-30 10:07,os-ocl-nofeature-noha,joid,2/27,7.0
2017-09-30 10:07,os-ocl-nofeature-ha,joid,2/27,7.0
2017-09-30 10:07,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-09-30 10:07,os-nosdn-lxd-ha,joid,2/15,13.0
2017-09-30 10:07,os-nosdn-lxd-noha,joid,2/15,13.0
2017-09-30 10:07,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:48,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:48,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:48,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:48,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:48,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:50,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:48,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:50,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:50,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:50,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:50,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:52,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:50,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:52,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:52,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:52,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:52,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:54,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-01 06:52,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-01 06:54,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-01 06:54,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-01 06:54,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-01 06:54,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-01 06:54,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-02 02:32,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-02 02:32,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-02 02:32,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-02 02:32,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-02 02:32,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-02 02:32,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-03 02:32,os-ocl-nofeature-noha,joid,2/27,7.0
2017-10-03 02:32,os-ocl-nofeature-ha,joid,2/27,7.0
2017-10-03 02:32,os-nosdn-nofeature-noha,joid,5/27,19.0
2017-10-03 02:32,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-03 02:32,os-nosdn-lxd-noha,joid,2/15,13.0
2017-10-03 02:32,os-nosdn-nofeature-ha,joid,9/27,33.0
2017-10-09 06:45,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-09 06:45,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-09 06:45,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-09 06:45,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-09 06:45,os-nosdn-lxd-ha,joid,1/5,20.0
2017-10-09 09:08,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-09 09:08,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-09 09:08,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-09 09:08,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-09 09:08,os-nosdn-lxd-ha,joid,1/5,20.0
2017-10-10 02:32,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-10 02:32,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-10 06:10,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-10 06:10,os-nosdn-nofeature-ha,joid,4/9,44.0
2017-10-11 02:32,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-11 02:32,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-12 02:32,os-ocl-nofeature-noha,joid,1/9,11.0
2017-10-12 02:32,os-ocl-nofeature-ha,joid,1/9,11.0
2017-10-12 02:32,os-nosdn-nofeature-noha,joid,5/9,56.0
2017-10-12 02:32,os-nosdn-lxd-ha,joid,1/5,20.0
2017-10-12 02:32,os-nosdn-lxd-noha,joid,1/5,20.0
2017-10-12 02:32,os-nosdn-nofeature-ha,joid,5/9,56.0
2017-10-13 02:32,os-ocl-nofeature-noha,joid,2/18,11.0
2017-10-13 02:32,os-ocl-nofeature-ha,joid,2/18,11.0
2017-10-13 02:32,os-nosdn-nofeature-noha,joid,10/18,56.0
2017-10-13 02:32,os-nosdn-openbaton-ha,joid,5/9,56.0
2017-10-13 02:32,os-nosdn-lxd-ha,joid,2/10,20.0
2017-10-13 02:32,os-nosdn-lxd-noha,joid,2/10,20.0
2017-10-13 02:32,os-nosdn-nofeature-ha,joid,5/9,56.0
2017-10-20 07:42,os-ocl-nofeature-noha,joid,3/27,11.0
2017-10-20 07:42,os-ocl-nofeature-ha,joid,3/27,11.0
2017-10-20 07:42,os-nosdn-nofeature-noha,joid,15/27,56.0
2017-10-20 07:42,os-nosdn-openbaton-ha,joid,5/18,28.0
2017-10-20 07:42,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-20 07:42,os-nosdn-lxd-noha,joid,3/15,20.0
2017-10-20 07:42,os-nosdn-nofeature-ha,joid,10/18,56.0
2017-10-20 08:41,os-ocl-nofeature-noha,joid,3/27,11.0
2017-10-20 08:41,os-ocl-nofeature-ha,joid,3/27,11.0
2017-10-20 08:41,os-nosdn-nofeature-noha,joid,15/27,56.0
2017-10-20 08:41,os-nosdn-openbaton-ha,joid,5/18,28.0
2017-10-20 08:41,os-nosdn-lxd-ha,joid,2/15,13.0
2017-10-20 08:41,os-nosdn-lxd-noha,joid,3/15,20.0
2017-10-20 08:41,os-nosdn-nofeature-ha,joid,10/18,56.0
